Accident_Index,Accident Date,Day_of_Week,Junction_Control,Junction_Detail,Accident_Severity,Latitude,Light_Conditions,Local_Authority_(District),Carriageway_Hazards,Longitude,Number_of_Casualties,Number_of_Vehicles,Police_Force,Road_Surface_Conditions,Road_Type,Speed_limit,Time,Urban_or_Rural_Area,Weather_Conditions,Vehicle_Type
A20210102180,25/01/2021,Monday,Auto traffic signal,T or staggered junction,Fatal,51.468692,Darkness - lights lit,Hammersmith and Fulham,None,-0.152196,3,2,Metropolitan Police,Dry,Motorway,99,23:00,Suburban,Fog or mist,Car
A20210102181,26/01/2021,Tuesday,Stop sign,Not at junction or within 20 metres,Moderate,51.503211,Daylight,Westminster,None,-0.120032,3,2,Metropolitan Police,Wet or damp,Roundabout,58,17:05,Rural,Fine no high winds,Car
A20210102182,27/01/2021,Wednesday,Give way or uncontrolled,Roundabout,Fatal,51.526085,Daylight,Westminster,None,-0.241596,3,3,Metropolitan Police,Snow,Motorway,121,16:35,Urban,Fine no high winds,Goods vehicle
A20210102183,28/01/2021,Thursday,Stop sign,T or staggered junction,Moderate,51.491315,Darkness - lights lit,Hammersmith and Fulham,None,-0.122372,3,1,Metropolitan Police,Snow,Dual carriageway,82,19:05,Urban,Raining no high winds,Bus
A20210102184,01/01/2021,Friday,Give way or uncontrolled,Roundabout,Slight,51.525764,Darkness - lights lit,Kensington and Chelsea,None,-0.109372,1,1,Metropolitan Police,Snow,One way street,47,01:15,Urban,Fine no high winds,Bus
A20210102185,02/01/2021,Saturday,Give way or uncontrolled,Roundabout,Fatal,51.406103,Daylight,Westminster,None,-0.216292,3,3,Metropolitan Police,Snow,Motorway,114,17:55,Rural,Fog or mist,Bus
A20210102186,03/01/2021,Sunday,Give way or uncontrolled,Not at junction or within 20 metres,Fatal,51.551146,Darkness - lights lit,Camden,None,-0.205523,3,4,Metropolitan Police,Wet or damp,Motorway,107,00:45,Rural,Fine no high winds,Goods vehicle
A20210102187,04/01/2021,Monday,Auto traffic signal,T or staggered junction,Moderate,51.448808,Darkness - lights lit,Kensington and Chelsea,None,-0.213543,3,3,Metropolitan Police,Frost or ice,Single carriageway,69,20:00,Rural,Storm,Motorcycle
A20210102188,05/01/2021,Tuesday,Auto traffic signal,Not at junction or within 20 metres,Fatal,51.413692,Darkness - lights lit,Camden,None,-0.22876,3,1,Metropolitan Police,Frost or ice,Motorway,104,21:50,Suburban,Fine no high winds,Bus
A20210102189,06/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.451227,Darkness - lights lit,Kensington and Chelsea,None,-0.23844,3,4,Metropolitan Police,Wet or damp,Roundabout,38,03:35,Urban,Raining no high winds,Goods vehicle
A20210102190,07/01/2021,Thursday,Auto traffic signal,Roundabout,Moderate,51.40126,Daylight,Westminster,None,-0.210649,3,2,Metropolitan Police,Snow,One way street,52,12:30,Suburban,Storm,Motorcycle
A20210102191,08/01/2021,Friday,Auto traffic signal,Roundabout,Moderate,51.460557,Darkness - lights lit,Hammersmith and Fulham,None,-0.140638,3,3,Metropolitan Police,Dry,Roundabout,70,21:30,Suburban,Raining no high winds,Taxi/Private hire car
A20210102192,09/01/2021,Saturday,Give way or uncontrolled,Roundabout,Slight,51.423673,Darkness - lights lit,Westminster,None,-0.106236,1,3,Metropolitan Police,Wet or damp,Residential street,25,04:15,Urban,Fine no high winds,Bus
A20210102193,10/01/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.472419,Daylight,Kensington and Chelsea,None,-0.202086,1,1,Metropolitan Police,Snow,One way street,72,16:25,Suburban,Fine no high winds,Taxi/Private hire car
A20210102194,11/01/2021,Monday,Stop sign,T or staggered junction,Moderate,51.482406,Daylight,Camden,None,-0.113033,3,1,Metropolitan Police,Snow,Motorway,124,07:25,Urban,Fine no high winds,Goods vehicle
A20210102195,12/01/2021,Tuesday,Stop sign,T or staggered junction,Moderate,51.401061,Darkness - lights lit,Kensington and Chelsea,None,-0.118689,3,3,Metropolitan Police,Snow,Single carriageway,33,04:15,Suburban,Raining no high winds,Taxi/Private hire car
A20210102196,13/01/2021,Wednesday,Stop sign,Roundabout,Moderate,51.481919,Darkness - lights lit,Camden,None,-0.148853,3,2,Metropolitan Police,Frost or ice,Single carriageway,42,22:50,Rural,Fog or mist,Motorcycle
A20210102197,14/01/2021,Thursday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.423564,Daylight,Kensington and Chelsea,None,-0.225278,3,1,Metropolitan Police,Dry,Roundabout,42,09:00,Rural,Raining no high winds,Car
A20210102198,15/01/2021,Friday,Stop sign,Not at junction or within 20 metres,Moderate,51.520771,Darkness - lights lit,Hammersmith and Fulham,None,-0.130277,3,3,Metropolitan Police,Snow,Dual carriageway,67,04:20,Suburban,Fog or mist,Goods vehicle
A20210102199,16/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Fatal,51.483629,Daylight,Westminster,None,-0.228733,3,4,Metropolitan Police,Wet or damp,Motorway,88,11:10,Urban,Storm,Bus
A20210102200,17/01/2021,Sunday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.50873,Daylight,Westminster,None,-0.171434,1,3,Metropolitan Police,Dry,One way street,40,10:15,Urban,Fog or mist,Taxi/Private hire car
A20210102201,18/01/2021,Monday,Auto traffic signal,Roundabout,Slight,51.463474,Daylight,Hammersmith and Fulham,None,-0.199249,1,4,Metropolitan Police,Dry,Dual carriageway,75,16:10,Urban,Fine no high winds,Goods vehicle
A20210102202,19/01/2021,Tuesday,Stop sign,T or staggered junction,Slight,51.408898,Daylight,Hammersmith and Fulham,None,-0.209855,1,1,Metropolitan Police,Wet or damp,Dual carriageway,73,10:55,Urban,Raining no high winds,Motorcycle
A20210102203,20/01/2021,Wednesday,Stop sign,T or staggered junction,Moderate,51.476922,Darkness - lights lit,Camden,None,-0.1461,3,1,Metropolitan Police,Snow,One way street,59,22:10,Rural,Raining no high winds,Bus
A20210102204,21/01/2021,Thursday,Auto traffic signal,T or staggered junction,Slight,51.494541,Daylight,Hammersmith and Fulham,None,-0.11098,1,3,Metropolitan Police,Frost or ice,One way street,37,12:05,Urban,Raining no high winds,Bus
A20210102205,22/01/2021,Friday,Stop sign,Roundabout,Slight,51.436285,Darkness - lights lit,Westminster,None,-0.118054,1,4,Metropolitan Police,Wet or damp,One way street,26,19:35,Urban,Fine no high winds,Goods vehicle
A20210102206,23/01/2021,Saturday,Auto traffic signal,T or staggered junction,Moderate,51.447119,Darkness - lights lit,Hammersmith and Fulham,None,-0.201713,3,3,Metropolitan Police,Frost or ice,One way street,33,00:00,Urban,Raining no high winds,Car
A20210102207,24/01/2021,Sunday,Give way or uncontrolled,T or staggered junction,Moderate,51.458617,Daylight,Westminster,None,-0.180137,3,3,Metropolitan Police,Wet or damp,One way street,56,15:40,Rural,Raining no high winds,Motorcycle
A20210102208,25/01/2021,Monday,Give way or uncontrolled,T or staggered junction,Moderate,51.418804,Daylight,Westminster,None,-0.230205,3,3,Metropolitan Police,Snow,Dual carriageway,57,15:20,Urban,Storm,Goods vehicle
A20210102209,26/01/2021,Tuesday,Stop sign,Not at junction or within 20 metres,Slight,51.540462,Daylight,Westminster,None,-0.132391,1,4,Metropolitan Police,Snow,One way street,27,14:15,Urban,Snowing no high winds,Motorcycle
A20210102210,27/01/2021,Wednesday,Auto traffic signal,Roundabout,Slight,51.464355,Daylight,Kensington and Chelsea,None,-0.152446,1,4,Metropolitan Police,Frost or ice,Single carriageway,34,14:00,Urban,Snowing no high winds,Taxi/Private hire car
A20210102211,28/01/2021,Thursday,Give way or uncontrolled,Not at junction or within 20 metres,Fatal,51.466454,Darkness - lights lit,Westminster,None,-0.183078,3,3,Metropolitan Police,Frost or ice,Motorway,83,03:10,Urban,Storm,Taxi/Private hire car
A20210102212,01/01/2021,Friday,Stop sign,Roundabout,Slight,51.503016,Daylight,Hammersmith and Fulham,None,-0.168813,1,1,Metropolitan Police,Frost or ice,Single carriageway,20,06:15,Urban,Raining no high winds,Motorcycle
A20210102213,02/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.546263,Daylight,Westminster,None,-0.100243,1,3,Metropolitan Police,Dry,Residential street,47,17:25,Rural,Fine no high winds,Car
A20210102214,03/01/2021,Sunday,Give way or uncontrolled,T or staggered junction,Slight,51.404654,Daylight,Hammersmith and Fulham,None,-0.140102,1,4,Metropolitan Police,Dry,Residential street,30,13:25,Suburban,Raining no high winds,Motorcycle
A20210102215,04/01/2021,Monday,Give way or uncontrolled,T or staggered junction,Moderate,51.510288,Darkness - lights lit,Camden,None,-0.167299,3,3,Metropolitan Police,Snow,Dual carriageway,85,23:15,Rural,Fine no high winds,Goods vehicle
A20210102216,05/01/2021,Tuesday,Auto traffic signal,T or staggered junction,Slight,51.545534,Daylight,Hammersmith and Fulham,None,-0.206167,1,4,Metropolitan Police,Wet or damp,Roundabout,35,15:45,Suburban,Fine no high winds,Motorcycle
A20210102217,06/01/2021,Wednesday,Stop sign,Roundabout,Slight,51.411504,Daylight,Camden,None,-0.245712,1,3,Metropolitan Police,Dry,Dual carriageway,58,15:25,Urban,Fine no high winds,Goods vehicle
A20210102218,07/01/2021,Thursday,Give way or uncontrolled,Roundabout,Moderate,51.52586,Darkness - lights lit,Westminster,None,-0.229282,3,1,Metropolitan Police,Frost or ice,Residential street,54,00:40,Urban,Fog or mist,Motorcycle
A20210102219,08/01/2021,Friday,Auto traffic signal,Roundabout,Moderate,51.48411,Darkness - lights lit,Kensington and Chelsea,None,-0.210749,3,2,Metropolitan Police,Wet or damp,One way street,34,02:05,Urban,Snowing no high winds,Motorcycle
A20210102220,09/01/2021,Saturday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.483932,Darkness - lights lit,Hammersmith and Fulham,None,-0.24444,3,4,Metropolitan Police,Snow,Single carriageway,76,02:20,Suburban,Raining no high winds,Motorcycle
A20210102221,10/01/2021,Sunday,Auto traffic signal,T or staggered junction,Moderate,51.48485,Darkness - lights lit,Kensington and Chelsea,None,-0.198973,3,4,Metropolitan Police,Frost or ice,Motorway,80,21:45,Rural,Fine no high winds,Taxi/Private hire car
A20210102222,11/01/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.473291,Darkness - lights lit,Hammersmith and Fulham,None,-0.211112,1,2,Metropolitan Police,Dry,One way street,27,21:30,Urban,Fine no high winds,Bus
A20210102223,12/01/2021,Tuesday,Stop sign,Roundabout,Slight,51.457906,Darkness - lights lit,Hammersmith and Fulham,None,-0.16111,1,2,Metropolitan Police,Frost or ice,Dual carriageway,75,05:20,Rural,Fine no high winds,Motorcycle
A20210102224,13/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.479862,Darkness - lights lit,Westminster,None,-0.143175,1,4,Metropolitan Police,Dry,Single carriageway,26,21:45,Urban,Fine no high winds,Goods vehicle
A20210102225,14/01/2021,Thursday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.454884,Darkness - lights lit,Hammersmith and Fulham,None,-0.227925,3,3,Metropolitan Police,Frost or ice,Dual carriageway,71,22:40,Urban,Fine no high winds,Motorcycle
A20210102226,15/01/2021,Friday,Auto traffic signal,T or staggered junction,Fatal,51.426915,Daylight,Westminster,None,-0.235939,3,4,Metropolitan Police,Frost or ice,Motorway,92,09:15,Suburban,Fog or mist,Motorcycle
A20210102227,16/01/2021,Saturday,Stop sign,Roundabout,Moderate,51.461602,Daylight,Camden,None,-0.128918,3,3,Metropolitan Police,Frost or ice,Single carriageway,57,12:20,Suburban,Fog or mist,Car
A20210102228,17/01/2021,Sunday,Stop sign,T or staggered junction,Fatal,51.514704,Daylight,Westminster,None,-0.21949,3,3,Metropolitan Police,Wet or damp,Motorway,91,07:20,Urban,Snowing no high winds,Motorcycle
A20210102229,18/01/2021,Monday,Auto traffic signal,T or staggered junction,Moderate,51.502669,Darkness - lights lit,Camden,None,-0.206757,3,1,Metropolitan Police,Wet or damp,One way street,53,23:20,Urban,Raining no high winds,Motorcycle
A20210102230,19/01/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Moderate,51.516704,Darkness - lights lit,Camden,None,-0.112014,3,2,Metropolitan Police,Wet or damp,Dual carriageway,68,01:35,Suburban,Fine no high winds,Goods vehicle
A20210102231,20/01/2021,Wednesday,Auto traffic signal,T or staggered junction,Slight,51.475955,Darkness - lights lit,Hammersmith and Fulham,None,-0.226555,1,3,Metropolitan Police,Dry,Single carriageway,22,23:40,Urban,Fine no high winds,Bus
A20210102232,21/01/2021,Thursday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.54072,Darkness - lights lit,Hammersmith and Fulham,None,-0.202246,3,2,Metropolitan Police,Frost or ice,Single carriageway,21,22:20,Urban,Snowing no high winds,Goods vehicle
A20210102233,22/01/2021,Friday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.557352,Daylight,Hammersmith and Fulham,None,-0.121797,1,1,Metropolitan Police,Wet or damp,Single carriageway,37,12:35,Urban,Fine no high winds,Taxi/Private hire car
A20210102234,23/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.423462,Daylight,Kensington and Chelsea,None,-0.146606,3,3,Metropolitan Police,Dry,Residential street,74,06:45,Suburban,Storm,Car
A20210102235,24/01/2021,Sunday,Stop sign,Not at junction or within 20 metres,Slight,51.452464,Daylight,Hammersmith and Fulham,None,-0.212155,1,3,Metropolitan Police,Frost or ice,Roundabout,75,13:00,Suburban,Fine no high winds,Motorcycle
A20210102236,25/01/2021,Monday,Auto traffic signal,Roundabout,Slight,51.537954,Daylight,Camden,None,-0.216865,1,4,Metropolitan Police,Wet or damp,Dual carriageway,61,07:00,Rural,Raining no high winds,Bus
A20210102237,26/01/2021,Tuesday,Give way or uncontrolled,Roundabout,Slight,51.404639,Darkness - lights lit,Hammersmith and Fulham,None,-0.122285,1,4,Metropolitan Police,Snow,Single carriageway,31,20:50,Urban,Fog or mist,Motorcycle
A20210102238,27/01/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Moderate,51.541287,Darkness - lights lit,Hammersmith and Fulham,None,-0.11241,3,2,Metropolitan Police,Dry,One way street,67,22:40,Rural,Fine no high winds,Taxi/Private hire car
A20210102239,28/01/2021,Thursday,Stop sign,T or staggered junction,Moderate,51.511981,Darkness - lights lit,Westminster,None,-0.114524,3,2,Metropolitan Police,Frost or ice,Single carriageway,53,20:45,Urban,Raining no high winds,Motorcycle
A20210102240,01/01/2021,Friday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.528423,Darkness - lights lit,Hammersmith and Fulham,None,-0.124796,3,3,Metropolitan Police,Dry,Single carriageway,35,22:40,Suburban,Raining no high winds,Car
A20210102241,02/01/2021,Saturday,Auto traffic signal,Roundabout,Slight,51.484945,Daylight,Camden,None,-0.178034,1,2,Metropolitan Police,Dry,Dual carriageway,79,14:40,Suburban,Fine no high winds,Taxi/Private hire car
A20210102242,03/01/2021,Sunday,Stop sign,Not at junction or within 20 metres,Slight,51.401158,Daylight,Camden,None,-0.119577,1,2,Metropolitan Police,Frost or ice,Single carriageway,41,06:30,Urban,Snowing no high winds,Taxi/Private hire car
A20210102243,04/01/2021,Monday,Auto traffic signal,Roundabout,Moderate,51.439313,Daylight,Kensington and Chelsea,None,-0.191516,3,3,Metropolitan Police,Snow,Single carriageway,69,14:40,Rural,Raining no high winds,Bus
A20210102244,05/01/2021,Tuesday,Give way or uncontrolled,T or staggered junction,Moderate,51.555475,Darkness - lights lit,Kensington and Chelsea,None,-0.186213,3,3,Metropolitan Police,Frost or ice,Dual carriageway,82,21:45,Suburban,Snowing no high winds,Car
A20210102245,06/01/2021,Wednesday,Give way or uncontrolled,T or staggered junction,Moderate,51.533345,Darkness - lights lit,Kensington and Chelsea,None,-0.116171,3,4,Metropolitan Police,Frost or ice,Single carriageway,26,19:45,Suburban,Snowing no high winds,Taxi/Private hire car
A20210102246,07/01/2021,Thursday,Auto traffic signal,Roundabout,Fatal,51.555049,Darkness - lights lit,Westminster,None,-0.255304,3,1,Metropolitan Police,Snow,Motorway,129,05:15,Urban,Storm,Bus
A20210102247,08/01/2021,Friday,Stop sign,Not at junction or within 20 metres,Fatal,51.457165,Darkness - lights lit,Kensington and Chelsea,None,-0.170652,3,3,Metropolitan Police,Dry,Motorway,76,21:35,Suburban,Snowing no high winds,Car
A20210102248,09/01/2021,Saturday,Stop sign,Roundabout,Slight,51.549325,Daylight,Westminster,None,-0.13076,1,1,Metropolitan Police,Snow,Roundabout,22,17:10,Urban,Fine no high winds,Goods vehicle
A20210102249,10/01/2021,Sunday,Stop sign,Roundabout,Slight,51.434802,Daylight,Camden,None,-0.189046,1,4,Metropolitan Police,Frost or ice,One way street,51,07:00,Suburban,Fog or mist,Taxi/Private hire car
A20210102250,11/01/2021,Monday,Stop sign,T or staggered junction,Fatal,51.45996,Daylight,Kensington and Chelsea,None,-0.174275,3,4,Metropolitan Police,Wet or damp,Motorway,118,08:55,Rural,Raining no high winds,Taxi/Private hire car
A20210102251,12/01/2021,Tuesday,Give way or uncontrolled,Roundabout,Moderate,51.458421,Daylight,Hammersmith and Fulham,None,-0.15031,3,1,Metropolitan Police,Snow,Dual carriageway,78,08:10,Rural,Snowing no high winds,Bus
A20210102252,13/01/2021,Wednesday,Stop sign,Roundabout,Moderate,51.535195,Darkness - lights lit,Camden,None,-0.141321,3,4,Metropolitan Police,Frost or ice,Residential street,80,03:45,Rural,Fine no high winds,Car
A20210102253,14/01/2021,Thursday,Stop sign,Roundabout,Fatal,51.517935,Daylight,Westminster,None,-0.155295,3,3,Metropolitan Police,Frost or ice,Motorway,112,09:40,Rural,Fine no high winds,Bus
A20210102254,15/01/2021,Friday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.511643,Daylight,Westminster,None,-0.201077,1,3,Metropolitan Police,Dry,One way street,43,13:45,Urban,Storm,Car
A20210102255,16/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.479464,Daylight,Hammersmith and Fulham,None,-0.216558,3,2,Metropolitan Police,Snow,Roundabout,60,14:35,Rural,Fog or mist,Bus
A20210102256,17/01/2021,Sunday,Give way or uncontrolled,Roundabout,Slight,51.495382,Daylight,Kensington and Chelsea,None,-0.257276,1,1,Metropolitan Police,Snow,Single carriageway,61,14:10,Suburban,Fine no high winds,Bus
A20210102257,18/01/2021,Monday,Stop sign,T or staggered junction,Moderate,51.46982,Daylight,Westminster,None,-0.228404,3,3,Metropolitan Police,Frost or ice,Single carriageway,60,09:45,Suburban,Raining no high winds,Motorcycle
A20210102258,19/01/2021,Tuesday,Auto traffic signal,Roundabout,Slight,51.49985,Daylight,Kensington and Chelsea,None,-0.199903,1,1,Metropolitan Police,Wet or damp,Dual carriageway,94,10:00,Urban,Fine no high winds,Taxi/Private hire car
A20210102259,20/01/2021,Wednesday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.500418,Daylight,Camden,None,-0.243485,1,1,Metropolitan Police,Dry,Single carriageway,38,06:05,Urban,Raining no high winds,Bus
A20210102260,21/01/2021,Thursday,Auto traffic signal,Roundabout,Moderate,51.528227,Daylight,Kensington and Chelsea,None,-0.192166,3,2,Metropolitan Police,Wet or damp,Dual carriageway,84,09:25,Urban,Fine no high winds,Bus
A20210102261,22/01/2021,Friday,Stop sign,Roundabout,Fatal,51.52138,Daylight,Camden,None,-0.101838,3,1,Metropolitan Police,Dry,Dual carriageway,80,13:30,Rural,Storm,Goods vehicle
A20210102262,23/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.475448,Darkness - lights lit,Camden,None,-0.137447,1,1,Metropolitan Police,Frost or ice,Single carriageway,25,02:35,Urban,Fog or mist,Goods vehicle
A20210102263,24/01/2021,Sunday,Stop sign,Not at junction or within 20 metres,Slight,51.467237,Darkness - lights lit,Camden,None,-0.156603,1,1,Metropolitan Police,Dry,Single carriageway,35,01:45,Urban,Fine no high winds,Car
A20210102264,25/01/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.406994,Darkness - lights lit,Hammersmith and Fulham,None,-0.214394,1,1,Metropolitan Police,Wet or damp,Dual carriageway,51,19:05,Urban,Fog or mist,Taxi/Private hire car
A20210102265,26/01/2021,Tuesday,Give way or uncontrolled,Not at junction or within 20 metres,Moderate,51.489683,Daylight,Hammersmith and Fulham,None,-0.176998,3,1,Metropolitan Police,Wet or damp,Dual carriageway,45,15:45,Rural,Storm,Goods vehicle
A20210102266,27/01/2021,Wednesday,Stop sign,Roundabout,Moderate,51.540908,Darkness - lights lit,Westminster,None,-0.141736,3,2,Metropolitan Police,Snow,Dual carriageway,72,03:30,Urban,Storm,Goods vehicle
A20210102267,28/01/2021,Thursday,Stop sign,Roundabout,Slight,51.449113,Daylight,Kensington and Chelsea,None,-0.218775,1,2,Metropolitan Police,Wet or damp,Single carriageway,63,12:30,Rural,Fine no high winds,Motorcycle
A20210102268,01/01/2021,Friday,Stop sign,Not at junction or within 20 metres,Moderate,51.475899,Darkness - lights lit,Camden,None,-0.21638,3,2,Metropolitan Police,Snow,Single carriageway,66,19:50,Rural,Raining no high winds,Motorcycle
A20210102269,02/01/2021,Saturday,Stop sign,Not at junction or within 20 metres,Moderate,51.512502,Daylight,Westminster,None,-0.245304,3,3,Metropolitan Police,Snow,Single carriageway,75,08:30,Rural,Raining no high winds,Motorcycle
A20210102270,03/01/2021,Sunday,Stop sign,T or staggered junction,Slight,51.535502,Daylight,Hammersmith and Fulham,None,-0.217077,1,4,Metropolitan Police,Frost or ice,Single carriageway,29,08:00,Urban,Raining no high winds,Motorcycle
A20210102271,04/01/2021,Monday,Stop sign,T or staggered junction,Fatal,51.438879,Darkness - lights lit,Westminster,None,-0.217394,3,4,Metropolitan Police,Wet or damp,One way street,69,03:50,Rural,Fog or mist,Taxi/Private hire car
A20210102272,05/01/2021,Tuesday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.513968,Daylight,Westminster,None,-0.177651,1,4,Metropolitan Police,Snow,Single carriageway,79,15:55,Suburban,Fine no high winds,Goods vehicle
A20210102273,06/01/2021,Wednesday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.524089,Daylight,Hammersmith and Fulham,None,-0.155724,1,3,Metropolitan Police,Frost or ice,Single carriageway,58,08:25,Suburban,Raining no high winds,Goods vehicle
A20210102274,07/01/2021,Thursday,Give way or uncontrolled,Roundabout,Slight,51.501952,Daylight,Hammersmith and Fulham,None,-0.155735,1,3,Metropolitan Police,Snow,One way street,24,11:25,Urban,Raining no high winds,Goods vehicle
A20210102275,08/01/2021,Friday,Give way or uncontrolled,Roundabout,Slight,51.553941,Darkness - lights lit,Camden,None,-0.229139,1,3,Metropolitan Police,Snow,Residential street,22,05:35,Urban,Storm,Taxi/Private hire car
A20210102276,09/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.41596,Darkness - lights lit,Camden,None,-0.238034,1,2,Metropolitan Police,Snow,One way street,47,21:40,Urban,Fine no high winds,Car
A20210102277,10/01/2021,Sunday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.416205,Daylight,Westminster,None,-0.209344,1,3,Metropolitan Police,Dry,Residential street,56,11:50,Rural,Fine no high winds,Goods vehicle
A20210102278,11/01/2021,Monday,Auto traffic signal,Roundabout,Slight,51.465721,Darkness - lights lit,Westminster,None,-0.230213,1,4,Metropolitan Police,Dry,Single carriageway,56,05:10,Urban,Fine no high winds,Bus
A20210102279,12/01/2021,Tuesday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.531756,Daylight,Kensington and Chelsea,None,-0.253894,1,2,Metropolitan Police,Wet or damp,One way street,52,12:00,Urban,Fine no high winds,Goods vehicle
A20210102280,13/01/2021,Wednesday,Stop sign,Not at junction or within 20 metres,Moderate,51.403349,Darkness - lights lit,Westminster,None,-0.184307,3,2,Metropolitan Police,Snow,Dual carriageway,94,20:20,Urban,Fine no high winds,Goods vehicle
A20210102281,14/01/2021,Thursday,Give way or uncontrolled,T or staggered junction,Moderate,51.449938,Daylight,Kensington and Chelsea,None,-0.159598,3,4,Metropolitan Police,Snow,One way street,78,09:15,Rural,Fine no high winds,Car
A20210102282,15/01/2021,Friday,Stop sign,Roundabout,Slight,51.446,Darkness - lights lit,Westminster,None,-0.128303,1,1,Metropolitan Police,Snow,One way street,26,04:10,Urban,Fine no high winds,Motorcycle
A20210102283,16/01/2021,Saturday,Auto traffic signal,T or staggered junction,Slight,51.527976,Daylight,Westminster,None,-0.193797,1,4,Metropolitan Police,Snow,One way street,59,07:05,Urban,Snowing no high winds,Motorcycle
A20210102284,17/01/2021,Sunday,Auto traffic signal,T or staggered junction,Slight,51.440087,Darkness - lights lit,Camden,None,-0.206919,1,2,Metropolitan Police,Frost or ice,Single carriageway,52,02:30,Suburban,Fine no high winds,Motorcycle
A20210102285,18/01/2021,Monday,Auto traffic signal,Not at junction or within 20 metres,Moderate,51.450254,Daylight,Kensington and Chelsea,None,-0.258767,3,3,Metropolitan Police,Frost or ice,Roundabout,73,12:50,Suburban,Snowing no high winds,Goods vehicle
A20210102286,19/01/2021,Tuesday,Give way or uncontrolled,Not at junction or within 20 metres,Slight,51.483608,Daylight,Hammersmith and Fulham,None,-0.187418,1,2,Metropolitan Police,Wet or damp,One way street,24,14:05,Urban,Fine no high winds,Taxi/Private hire car
A20210102287,20/01/2021,Wednesday,Auto traffic signal,Roundabout,Slight,51.484756,Daylight,Camden,None,-0.105069,1,4,Metropolitan Police,Snow,Dual carriageway,46,07:55,Urban,Fog or mist,Motorcycle
A20210102288,21/01/2021,Thursday,Give way or uncontrolled,Roundabout,Moderate,51.428262,Daylight,Camden,None,-0.194038,3,3,Metropolitan Police,Snow,Dual carriageway,78,06:10,Suburban,Snowing no high winds,Car
A20210102289,22/01/2021,Friday,Stop sign,Not at junction or within 20 metres,Moderate,51.405244,Darkness - lights lit,Camden,None,-0.244236,3,2,Metropolitan Police,Wet or damp,One way street,44,02:50,Rural,Fine no high winds,Bus
A20210102290,23/01/2021,Saturday,Auto traffic signal,Not at junction or within 20 metres,Slight,51.523559,Daylight,Camden,None,-0.229039,1,1,Metropolitan Police,Dry,Single carriageway,35,13:15,Urban,Fine no high winds,Goods vehicle
A20210102291,24/01/2021,Sunday,Stop sign,T or staggered junction,Moderate,51.415343,Daylight,Hammersmith and Fulham,None,-0.258284,3,3,Metropolitan Police,Frost or ice,One way street,62,08:15,Suburban,Snowing no high winds,Car
A20210102292,25/01/2021,Monday,Give way or uncontrolled,T or staggered junction,Slight,51.547268,Darkness - lights lit,Hammersmith and Fulham,None,-0.245194,1,3,Metropolitan Police,Frost or ice,Roundabout,55,19:10,Urban,Fine no high winds,Goods vehicle
A20210102293,26/01/2021,Tuesday,Stop sign,T or staggered junction,Slight,51.55486,Darkness - lights lit,Westminster,None,-0.255116,1,1,Metropolitan Police,Dry,Dual carriageway,58,01:25,Urban,Fine no high winds,Bus
A20210102294,27/01/2021,Wednesday,Give way or uncontrolled,Roundabout,Moderate,51.494217,Daylight,Hammersmith and Fulham,None,-0.213996,3,4,Metropolitan Police,Dry,Dual carriageway,71,12:45,Rural,Snowing no high winds,Goods vehicle
A20210102295,28/01/2021,Thursday,Auto traffic signal,Roundabout,Fatal,51.532486,Darkness - lights lit,Camden,None,-0.168651,3,3,Metropolitan Police,Frost or ice,Motorway,120,01:30,Rural,Fog or mist,Car
A20210102296,01/01/2021,Friday,Give way or uncontrolled,Roundabout,Moderate,51.486078,Daylight,Camden,None,-0.191939,3,2,Metropolitan Police,Frost or ice,Residential street,74,11:00,Rural,Snowing no high winds,Car
